Date,Observer,Site,Transect,Depth_m,Meter_Mark,Quad_point,Prim_Sub,Status,Sec_Sub,Urchin_count
7/31/2019,PS,Runway,1,1,2,1,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,2,ATEN,D,ZPUL,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,3,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,4,ATEN ,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,5,ATEN,D,ZPUL,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,6,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,7,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,8,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,9,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,10,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,11,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,12,SPONGE,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,13,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,14,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,15,SAND,NA,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,16,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,17,MALC,D,BULB,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,18,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,19,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,20,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,21,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,22,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,23,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,24,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,2,25,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,1,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,2,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,3,MALC,L,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,4,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,5,MALC,D,ZPUL,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,6,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,7,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,8,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,9,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,10,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,11,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,12,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,13,MALC,D,SPONGE,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,14,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,15,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,16,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,17,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,18,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,19,PORI,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,20,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,21,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,22,ATEN,D,MALC,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,23,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,24,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,4,25,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,1,PORI,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,2,PORI,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,3,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,4,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,5,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,6,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,7,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,8,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,9,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,10,PORI,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,11,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,12,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,13,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,14,PORI,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,15,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,16,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,17,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,18,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,19,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,20,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,21,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,22,PORI,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,23,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,24,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,6,25,PORI,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,1,TUBE,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,2,TUBE,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,3,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,4,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,5,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,6,ATEN,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,7,TUBE,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,8,TUBE,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,9,TUBE,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,10,TUBE,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,11,RUBB,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,12,RUBB,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,13,RUBB,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,14,TUBE,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,15,TUBE,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,16,RUBB,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,17,ATEN,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,18,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,19,MALC,L ,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,20,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,21,ATEN,L,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,22,DCOR,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,23,MALC,D,ZPUL,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,24,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,8,25,RUBB,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,1,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,2,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,3,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,4,MALC,D,SPONGE,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,5,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,6,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,7,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,8,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,9,GRASS,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,10,SAND,NA,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,11,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,12,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,13,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,14,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,15,ATEN,D,TURF,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,16,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,17,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,18,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,19,PORI,D ,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,20,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,21,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,22,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,23,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,24,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,10,25,PORI,D,SPONGE,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,1,DCOR,D,TURF,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,2,DCOR,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,3,RUBB,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,4,RUBB,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,5,RUBB,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,6,RUBB,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,7,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,8,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,9,RUBB,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,10,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,11,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,12,RUBB,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,13,RUBB,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,14,RUBB,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,15,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,16,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,17,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,18,ATEN ,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,19,RUBB,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,20,ATEN,D,TURF,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,21,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,22,SAND,NA,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,23,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,24,ATEN,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,12,25,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,1,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,2,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,3,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,4,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,5,MALC,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,6,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,7,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,8,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,9,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,10,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,11,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,12,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,13,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,14,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,15,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,16,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,17,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,18,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,19,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,20,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,21,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,22,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,23,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,24,MALC,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,14,25,SPONGE,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,1,ATEN,D,TURF,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,2,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,3,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,4,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,5,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,6,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,7,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,8,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,9,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,10,PORI,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,11,PORI,D,SPONGE,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,12,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,13,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,14,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,15,SAND,NA,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,16,DCOR,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,17,DCOR,D,SPONGE,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,18,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,19,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,20,PORI,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,21,DCOR,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,22,MALC,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,23,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,24,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,16,25,ATEN,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,1,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,2,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,3,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,4,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,5,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,6,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,7,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,8,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,9,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,10,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,11,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,12,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,13,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,14,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,15,MALC,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,16,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,17,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,18,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,19,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,20,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,21,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,22,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,23,PORI,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,24,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,18,25,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,1,MALC,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,2,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,3,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,4,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,5,ATEN,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,6,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,7,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,8,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,9,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,10,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,11,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,12,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,13,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,14,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,15,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,16,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,17,ATEN,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,18,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,19,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,20,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,21,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,22,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,23,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,24,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,20,25,DCOR,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,1,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,2,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,3,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,4,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,5,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,6,MALC,D,ZPUL,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,7,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,8,MALC,D,ZPUL,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,9,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,10,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,11,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,12,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,13,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,14,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,15,MALC,D,ZPUL,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,16,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,17,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,18,ATEN,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,19,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,20,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,21,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,22,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,23,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,24,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,22,25,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,1,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,2,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,3,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,4,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,5,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,6,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,7,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,8,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,9,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,10,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,11,ATEN,D,SPONGE,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,12,ATEN,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,13,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,14,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,15,DCOR,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,16,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,17,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,18,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,19,ATEN ,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,20,ATEN,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,21,MALC,D,ZPUL,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,22,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,23,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,24,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,24,25,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,1,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,2,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,3,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,4,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,5,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,6,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,7,MALC,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,8,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,9,MALC,D,SPONGE,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,10,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,11,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,12,SAND,NA,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,13,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,14,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,15,ATEN,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,16,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,17,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,18,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,19,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,20,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,21,MALC,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,22,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,23,SAND,NA,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,24,MALC,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,26,25,SAND,NA,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,1,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,2,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,3,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,4,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,5,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,6,ATEN,D,HALI,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,7,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,8,ATEN,D,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,9,ATEN,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,10,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,11,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,12,ATEN,L,NA,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,13,ATEN,D,CCA,NOT COUNTED
7/31/2019,PS,Runway,1,1,28,14,ATEN,D,HALI,NOT COUNTED
