ID,Trial,Date.Start,Time.Start,Treatment,Urchin_presence,Status,Species,Start.Buoyant.weight..g.,Start.Temp..,Start.Salinity..ppt.,Date.End,Time.End,Seawater.Density,Est..Begin.DW,RealDW_Start,New.est.start_DW,RealDW_END,End.Buoyant.weight,End.Temp..,End.Salinity..ppt.,End.Seawater.Density,Est..End.DW,End.buoyant.weight.after.dyring.48.hrs,End.temp..after.drying.,End.salinity..after.drying.,End.SW.Density.after.drying.48.h,End.Est..DW.after.drying.48.h,RealDW_End,Comments,newstarttime,Start_new,newendtime,End_new,trial_time_d,Est.DW.diff,Est.DW.diff_perday
114,7,10/12/2019,1400,D_C_P,Control,Dead,P,6.92,29.8,34.8,10/16/2019,1500,1.021647,10.62465906,17.3,15.57384,17.41,9.16,29.4,34.7,1.021707,14.06429725,7.38,29.6,33.7,1.02089,11.32642959,17.41,NA,1400,10/12/2019 14:00,1500,10/16/2019 15:00,4.041666667,1.50954275,0.373495113
124,8,10/25/2019,1600,L_U_M,Urchins,Live,M,7.05,29.5,34.2,10/30/2019,1000,1.021298,10.82227608,NA,10.82227608,NA,7.2,29.1,33.7,1.021057,11.05114191,NA,NA,NA,NA,NA,11.69,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,-0.22886583,-0.04818228
125,8,10/25/2019,1600,L_U_A,Urchins,Live,A,26.08,29.5,34.2,10/30/2019,1000,1.021298,40.03474613,NA,40.03474613,NA,25.96,29.1,33.7,1.021057,39.84550613,NA,NA,NA,NA,NA,41.69,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,0.18924,0.03984
126,8,10/25/2019,1600,L_U_P,Urchins,Live,P,12.94,29.5,34.2,10/30/2019,1000,1.021298,19.8638656,NA,19.8638656,NA,12.98,29.1,33.7,1.021057,19.92275306,NA,NA,NA,NA,NA,21.57,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,-0.05888746,-0.01239736
127,8,10/25/2019,1600,Alg_U_M,Urchins,Algae,M,14.36,29.5,34.2,10/30/2019,1000,1.021298,22.04367156,NA,22.04367156,NA,13.79,29.1,33.7,1.021057,21.16600653,NA,NA,NA,NA,NA,21.95,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,0.87766503,0.184771585
128,8,10/25/2019,1600,Alg_U_A,Urchins,Algae,A,32.42,29.5,34.2,10/30/2019,1000,1.021298,49.76711923,NA,49.76711923,NA,31.36,29.1,33.7,1.021057,48.13386256,NA,NA,NA,NA,NA,50.02,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,1.63325667,0.343843509
129,8,10/25/2019,1600,Alg_U_P,Urchins,Algae,P,9.41,29.5,34.2,10/30/2019,1000,1.021298,14.44505219,NA,14.44505219,NA,8.62,29.1,33.7,1.021057,13.23067268,NA,NA,NA,NA,NA,13.68,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,1.21437951,0.255658844
133,8,10/25/2019,1600,L_C_M,Control,Live,M,9.42,29.3,34.2,10/30/2019,1000,1.021366,14.46091812,NA,14.46091812,NA,9.46,28.8,33.7,1.021157,14.52073324,NA,NA,NA,NA,NA,16.4,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,-0.05981512,-0.012592657
134,8,10/25/2019,1600,L_C_A,Control,Live,A,11.06,29.3,34.2,10/30/2019,1000,1.021366,16.97853019,NA,16.97853019,NA,11.12,28.8,33.7,1.021157,17.06876888,NA,NA,NA,NA,NA,17.94,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,-0.09023869,-0.018997619
135,8,10/25/2019,1600,L_C_P,Control,Live,P,8.51,29.3,34.2,10/30/2019,1000,1.021366,13.06395045,NA,13.06395045,NA,8.57,28.8,33.7,1.021157,13.15461774,NA,NA,NA,NA,NA,13.95,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,-0.09066729,-0.019087851
136,8,10/25/2019,1600,Alg_C_M,Control,Algae,M,8.63,29.3,34.2,10/30/2019,1000,1.021366,13.24816597,NA,13.24816597,NA,8.49,28.88,33.7,1.021157,13.03182085,NA,NA,NA,NA,NA,13.74,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,0.21634512,0.045546341
137,8,10/25/2019,1600,Alg_C_A,Control,Algae,A,24.9,29.3,34.2,10/30/2019,1000,1.021366,38.22471988,NA,38.22471988,NA,24.94,28.8,33.7,1.021157,38.28193309,NA,NA,NA,NA,NA,40.05,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,-0.05721321,-0.012044886
138,8,10/25/2019,1600,Alg_C_P,Control,Algae,P,8.2,29.3,34.2,10/30/2019,1000,1.021366,12.58806036,NA,12.58806036,NA,8.13,28.8,33.7,1.021157,12.4792348,NA,NA,NA,NA,NA,13.04,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,0.10882556,0.022910644
121,8,10/25/2019,1600,D_U_M,Urchins,Dead,M,14.46,29.2,34.2,10/30/2019,1000,1.021399,22.19835366,31.69,27.91931,31.29,17.59,29,33.6,1.021016,26.99797379,NA,NA,NA,NA,NA,31.29,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,0.92133621,0.193965518
122,8,10/25/2019,1600,D_U_A,Urchins,Dead,A,13.68,29.2,34.2,10/30/2019,1000,1.021399,21.0009321,31.9,30.0677,31.87,17.44,29,33.7,1.021091,26.7687983,NA,NA,NA,NA,NA,31.87,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,3.2989017,0.694505621
123,8,10/25/2019,1600,D_U_P,Urchins,Dead,P,11.88,29.2,34.2,10/30/2019,1000,1.021399,18.23765156,24.35,21.44508,24.09,13.17,29,33.7,1.021091,20.21474046,NA,NA,NA,NA,NA,24.09,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,1.23033954,0.259018851
130,8,10/25/2019,1600,D_C_M,Control,Dead,M,9.5,29.1,34.2,10/30/2019,1000,1.021433,14.58424043,20.01,18.00299,20.01,11.3,28.9,33.7,1.021124,17.34476205,NA,NA,NA,NA,NA,20.01,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,0.65822795,0.138574305
131,8,10/25/2019,1600,D_C_A,Control,Dead,A,12.56,29.1,34.2,10/30/2019,1000,1.021433,19.28190103,26.57,25.0042,26.8,16.19,28.9,33.7,1.021124,24.8505927,NA,NA,NA,NA,NA,26.8,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,0.1536073,0.032338379
132,8,10/25/2019,1600,D_C_P,Control,Dead,P,8.49,29.1,34.2,10/30/2019,1000,1.021433,13.03370539,16.97,15.299016,17.1,10.29,28.9,33.7,1.021124,15.79447801,NA,NA,NA,NA,NA,17.1,NA,1600,10/25/2019 16:00,1000,10/30/2019 10:00,4.75,-0.49546201,-0.104307792
142,9,11/5/2019,1400,L_U_M,Urchins,Live,M,12.52,29.7,33.5,11/9/2019,1400,1.020706,19.21317513,NA,19.21317513,NA,12.55,28.4,33.4,1.021064,19.26282495,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,-0.04964982,-0.012412455
143,9,11/5/2019,1400,L_U_A,Urchins,Live,A,19.11,29.7,33.5,11/9/2019,1400,1.020706,29.32618025,NA,29.32618025,NA,18.97,28.4,33.4,1.021064,29.11679595,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,0.2093843,0.052346075
144,9,11/5/2019,1400,L_U_P,Urchins,Live,P,5.98,29.7,33.4,11/9/2019,1400,1.020631,9.176539475,NA,9.176539475,NA,6,28.4,33.3,1.020989,9.208956889,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,-0.032417414,-0.008104353
145,9,11/5/2019,1400,Alg_U_M,Urchins,Algae,M,11.69,29.7,33.4,11/9/2019,1400,1.020631,17.93875359,NA,17.93875359,NA,11.45,28.4,33.3,1.020989,17.5737594,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,0.36499419,0.091248548
146,9,11/5/2019,1400,Alg_U_A,Urchins,Algae,A,16.75,29.7,33.4,11/9/2019,1400,1.020631,25.70351776,NA,25.70351776,NA,16.33,28.4,33.3,1.020989,25.063711,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,0.63980676,0.15995169
147,9,11/5/2019,1400,Alg_U_P,Urchins,Algae,P,11.11,29.7,33.4,11/9/2019,1400,1.020631,17.04872133,NA,17.04872133,NA,9.8,28.4,33.3,1.020989,15.04129625,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,2.00742508,0.50185627
151,9,11/5/2019,1400,L_C_M,Control,Live,M,9.03,29.6,33.4,11/9/2019,1400,1.020665,13.85712827,NA,13.85712827,NA,9.08,28.3,33.3,1.021021,13.93645504,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,-0.07932677,-0.019831692
152,9,11/5/2019,1400,L_C_A,Control,Live,A,8.67,29.6,33.4,11/9/2019,1400,1.020665,13.30468462,NA,13.30468462,NA,8.73,28.3,33.7,1.021322,13.40136995,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,-0.09668533,-0.024171332
153,9,11/5/2019,1400,L_C_P,Control,Live,P,5.07,29.6,33.5,11/9/2019,1400,1.02074,7.780553722,NA,7.780553722,NA,5.12,28.3,33.7,1.021322,7.859680889,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,-0.079127167,-0.019781792
154,9,11/5/2019,1400,Alg_C_M,Control,Algae,M,13.26,29.6,33.5,11/9/2019,1400,1.02074,20.3491405,NA,20.3491405,NA,13.26,28.3,33.7,1.021322,20.35534543,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,-0.00620493,-0.001551232
155,9,11/5/2019,1400,Alg_C_A,Control,Algae,A,23.18,29.6,33.5,11/9/2019,1400,1.02074,35.57263023,NA,35.57263023,NA,23.16,28.3,33.7,1.021322,35.55277527,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,0.01985496,0.00496374
156,9,11/5/2019,1400,Alg_C_P,Control,Algae,P,8.7,29.6,33.5,11/9/2019,1400,1.02074,13.35124603,NA,13.35124603,NA,8.69,28.3,33.7,1.021322,13.3399662,NA,NA,NA,NA,NA,NA,NA,1400,11/5/2019 14:00,1400,11/9/2019 14:00,4,0.01127983,0.002819958
